Date,BND,BTC-USD,ETH-USD,GLD,GOOGL,IEF,MSFT,TLT,VOO,^GSPC
2024-02-10,66.67459869384766,47771.27734375,2501.228271484375,187.60000610351562,147.7786102294922,87.19821166992188,413.4281311035156,85.62586212158203,447.7525939941406,5026.60986328125
2024-02-11,66.67459869384766,48293.91796875,2507.570556640625,187.60000610351562,147.7786102294922,87.19821166992188,413.4281311035156,85.62586212158203,447.7525939941406,5026.60986328125
2024-02-12,66.6930160522461,49958.22265625,2658.115966796875,187.11000061035156,146.32066345214844,87.28125762939453,408.2277526855469,85.72621154785156,447.5484313964844,5021.83984375
2024-02-13,66.11260223388672,49742.44140625,2642.185302734375,184.52999877929688,143.95025634765625,86.32149505615234,399.4390869140625,84.25732421875,441.24041748046875,4953.169921875
2024-02-14,66.3613510131836,51826.6953125,2777.90234375,184.4199981689453,144.7436981201172,86.64447784423828,403.29986572265625,84.68611907958984,445.4393005371094,5000.6201171875
2024-02-15,66.54561614990234,51938.5546875,2824.37890625,185.66000366210938,141.59971618652344,86.88442993164062,400.4142150878906,85.12406158447266,448.4523620605469,5029.72998046875
2024-02-16,66.33370971679688,52160.203125,2803.69140625,186.33999633789062,139.3681182861328,86.50608825683594,397.9519348144531,84.63138580322266,446.1585693359375,5005.56982421875
2024-02-17,66.33370971679688,51662.99609375,2786.672607421875,186.33999633789062,139.3681182861328,86.50608825683594,397.9519348144531,84.63138580322266,446.1585693359375,5005.56982421875
2024-02-18,66.33370971679688,52122.546875,2878.998046875,186.33999633789062,139.3681182861328,86.50608825683594,397.9519348144531,84.63138580322266,446.1585693359375,5005.56982421875
2024-02-19,66.33370971679688,51779.14453125,2943.57470703125,186.33999633789062,139.3681182861328,86.50608825683594,397.9519348144531,84.63138580322266,446.1585693359375,5005.56982421875
2024-02-20,66.4166259765625,52284.875,3013.503662109375,187.47000122070312,139.96319580078125,86.65372467041016,396.701171875,84.7043685913086,443.709228515625,4975.509765625
2024-02-21,66.23236083984375,51839.1796875,2970.35546875,187.47999572753906,141.3814697265625,86.37688446044922,396.1003723144531,84.10221099853516,444.1562805175781,4981.7998046875
2024-02-22,66.26002502441406,51304.97265625,2971.00732421875,187.55999755859375,142.9088592529297,86.3861083984375,405.4272155761719,84.51277923583984,453.48712158203125,5087.02978515625
2024-02-23,66.49954223632812,50731.94921875,2921.658203125,188.6199951171875,142.77992248535156,86.78292083740234,404.13702392578125,85.64412689208984,453.69122314453125,5088.7998046875
2024-02-24,66.49954223632812,51571.1015625,2992.385986328125,188.6199951171875,142.77992248535156,86.78292083740234,404.13702392578125,85.64412689208984,453.69122314453125,5088.7998046875
2024-02-25,66.49954223632812,51733.23828125,3112.697265625,188.6199951171875,142.77992248535156,86.78292083740234,404.13702392578125,85.64412689208984,453.69122314453125,5088.7998046875
2024-02-26,66.37979125976562,54522.40234375,3178.99365234375,188.1999969482422,136.44232177734375,86.65372467041016,401.37933349609375,85.38865661621094,452.0291748046875,5069.52978515625
2024-02-27,66.27842712402344,57085.37109375,3244.519287109375,188.0,137.74156188964844,86.4599380493164,401.3202819824219,84.78649139404297,452.8650207519531,5078.18017578125
2024-02-28,66.42584991455078,62504.7890625,3385.703857421875,188.33999633789062,135.2620849609375,86.77368927001953,401.5566101074219,85.32476806640625,452.1652526855469,5069.759765625
2024-02-29,66.53640747070312,61198.3828125,3341.919677734375,189.30999755859375,137.32501220703125,86.94903564453125,407.38714599609375,85.92694091796875,453.8370361328125,5096.27001953125
2024-03-01,66.81542205810547,62440.6328125,3435.053955078125,192.88999938964844,136.0158233642578,87.34597778320312,409.2190246582031,86.46236419677734,458.2108154296875,5137.080078125
2024-03-02,66.81542205810547,62029.84765625,3422.0498046875,192.88999938964844,136.0158233642578,87.34597778320312,409.2190246582031,86.46236419677734,458.2108154296875,5137.080078125
2024-03-03,66.81542205810547,63167.37109375,3490.99365234375,192.88999938964844,136.0158233642578,87.34597778320312,409.2190246582031,86.46236419677734,458.2108154296875,5137.080078125
2024-03-04,66.65837860107422,68330.4140625,3630.433837890625,196.00999450683594,132.2569122314453,87.15167236328125,408.6477966308594,86.11457061767578,457.66656494140625,5130.9501953125
2024-03-05,67.0186767578125,63801.19921875,3554.964599609375,197.19000244140625,131.5824737548828,87.68831634521484,396.5632629394531,87.34095764160156,453.0788879394531,5078.64990234375
2024-03-06,67.13878631591797,66106.8046875,3819.226318359375,198.80999755859375,130.3228759765625,87.9011459350586,396.0117492675781,87.85353088378906,455.4796142578125,5104.759765625
2024-03-07,67.24964904785156,66925.484375,3874.34765625,199.94000244140625,133.27847290039062,88.04918670654297,402.9552307128906,87.77115631103516,459.9895324707031,5157.35986328125
2024-03-08,67.31432342529297,68300.09375,3892.06103515625,201.6300048828125,134.3000030517578,88.11398315429688,400.0793151855469,87.61554718017578,457.20001220703125,5123.68994140625
